推薦年度,適讀年齡,經典好書,書名,作者,繪者,譯者,出版社,出版日期(西元),出版日期(民國),本土/翻譯,屬性分類,ISBN,定價
105/106,3~5歲,,鴨子的假期,吉萊德．蘇法,吉萊德．蘇法,柯倩華,,2015-06-01,104-06,翻譯,,9789864000258,260
105/106,3~5歲,,我的寶貝蛋,艾蜜莉．葛拉菲特,艾蜜莉．葛拉菲特,郭恩惠,,2015-06-01,104-06,翻譯,,9789862114827,290
109,0~3歲,,叩叩叩，是誰呀？,莎莉．葛林德列,安東尼．布朗,侯秋玲,,2015-06-01,104-06,翻譯,"社會情緒,語言溝通,認知探索",9789862115312,280
106,3~5歲,,100 層的巴士,麥克•史密斯,麥克•史密斯,侯秋玲,,2015-06-01,104-06,翻譯,,9789862115336,290
109,0~3歲,,小老鼠飛上天,彼得‧霍拉賽克,彼得‧霍拉賽克,賴慈芸、陳玟馨,,2015-06-01,104-06,翻譯,"社會情緒,認知探索",9789577625717,300
106,0~3歲,,吉歐吉歐的皇冠,岸田衿子,中古千代子,艾宇,,2015-05-01,104-05,翻譯,,9789865863586,280
106,3~5歲,,大吼大叫的企鵝媽媽,尤塔‧鮑爾,尤塔‧鮑爾,賓靜蓀,,2015-05-01,104-05,翻譯,,9789863980681,270
105/106/108/109,3~5歲,,夏日的一天,秦好史郎,秦好史郎,周佩穎,,2015-05-01,104-05,翻譯,"認知探索,美感",9789862742198,280
105,0~3歲,,我不跟你玩了,珍妮絲梅尤德里,莫里斯桑達克,熊苓,,2015-05-01,104-05,翻譯,,9789861896038,220
105/106,3~5歲,,晴天雨天幸福天,朵琳．克羅寧,雷娜塔．麗斯卡,李紫蓉,,2015-05-01,104-05,翻譯,,9789577625724,250
105,0~3歲,,阿立會穿褲子了,神澤利子,西卷茅子,米雅,,2015-05-01,104-05,翻譯,,9789577625762,250
106,3~5歲,,珍古錐老師和搗蛋精靈,高樓方子,高樓方子,鄭淑華,,2015-05-01,104-05,翻譯,,9789570845556,280
106,3~5歲,,黑象與白象,大衛．麥基,大衛．麥基,劉清彥,,2015-04-01,104-04,翻譯,,9789865664145,270
105/106/107,0~3歲,,貝蒂好想好想吃香蕉,史帝夫．安東尼,史帝夫．安東尼,柯倩華,,2015-04-01,104-04,翻譯,,9789863980582,280
105,3~5歲,,拉拉去溜冰,茉莉．艾德爾,茉莉．艾德爾,,,2015-04-01,104-04,翻譯,,9789863206903,360
105,3~5歲,,狗狗好愛書,露易絲‧葉慈,露易絲‧葉慈,黃筱茵,,2015-03-01,104-03,翻譯,,9789863380603,280
105/106/107/109,0~3歲,,小藍和小黃,李歐‧李奧尼,李歐‧李奧尼,彭懿 、楊玲玲,,2015-03-01,104-03,翻譯,"身體動作,認知探索,美感",9789577625694,250
106,3~5歲,,蔬菜躲貓貓,tupera tupera,tupera tupera,陳珊珊,,2015-02-01,104-02,翻譯,,9789865811549,320
105,0~3歲,,咦！是誰呢？,越野民雄,高畠純,陳珊珊,,2015-02-01,104-02,翻譯,,9789865811808,280
105/106/107/108/109,3~5歲,是,完美的正方形,麥可・荷爾,麥可・荷爾,宋珮,三之三文化,2015-02-01,104-02,翻譯,"美感,身體動作",9789865664138,270
109,3~5歲,,歷險,艾隆．貝克,艾隆．貝克,,,2015-02-01,104-02,翻譯,"認知探索,語言溝通",9789864000067,280
105,0~3歲,,浴缸變小了！,郝廣才,村上仁美,,,2015-02-01,104-02,本土,,9789861895727,280
107,0~3歲,,我長大了: 幫你的小恐龍洗澡,珍．克拉克,喬治雅．博琪,黃筱茵,,2015-01-01,104,翻譯,,9789863980025,220
107,0~3歲,,小象的雨中散步,中野弘隆,中野弘隆,林真美,,2015-01-01,104,翻譯,,9789863980087,260
107,0~3歲,,露露上廁所──完成如廁訓練的遊戲操作書,卡蜜莉亞‧里德,艾莉‧巴斯畢,李貞慧,,2015-01-01,104,翻譯,,9789863423881,280
108,3~5歲,,一直一直往下挖,麥克．巴奈特,雍．卡拉森,林良,,2015-01-01,104-12,翻譯,,9789862419359,320
107,3~5歲,,長大!,提姆‧霍普古德,提姆‧霍普古德,黃筱茵,,2015-01-01,104,翻譯,,9789862115176,290
107,3~5歲,,再一遍,艾蜜莉．葛拉菲特,艾蜜莉．葛拉菲特,沙永玲,,2015-01-01,104,翻譯,,9789862114742,320
108,3~5歲,,偷偷看一下：農場,安納．米爾布倫,歐嘉．德米多娃,臺灣麥克編輯部,,2015-01-01,104-07,翻譯,,9789862036136,320
106/108,0~3歲,,我長大了,宗玉印,陳麗雅,,,2015-01-01,104-01,本土,,9789862035405,360
105/106,0~3歲,,你看不見我！(紙板翻翻書),朱里安諾,朱里安諾,,,2015-01-01,104-01,翻譯,,9789861896083,280
105/106/107/108/109,0~3歲,是,就快了,提摩太‧奈普曼,派克．賓森,"林瑋、
林良審閱",上誼文化,2015-01-01,104-01,翻譯,,9789577625656,280
107,3~5歲,,再過10分鐘就睡覺,佩琪．芮士曼,佩琪．芮士曼,信誼編輯部,,2015-01-01,104,翻譯,,9789577625748,280
106/108/109,0~3歲,,123 到台灣,陳盈帆,陳盈帆,,,2015-01-01,104-01,本土,認知探索,9789570845099,250
106,0~3歲,,小雞大冒險,安娜‧沃克,安娜‧沃克,李貞慧,,2015-01-01,104-01,翻譯,,9789570846263,300
104,3~5歲,,蘿西最美好的一天,蘿拉‧瑞金 Laura Rankin,蘿拉‧瑞金 Laura Rankin,柯倩華,,2014-12-01,103-12,翻譯,,9789575749804,280
106/107,3~5歲,,那天來的鯨魚,班傑．戴維斯,班傑．戴維斯,郭妙芳,,2014-11-01,103-11,翻譯,,9789865876159,280
105,3~5歲,,鳥兒的家,何華仁,何華仁,,,2014-11-01,103-11,本土,,9789862114797,270
105,0~3歲,,我是推土機,三浦太郎,三浦太郎,張玲玲,,2014-11-01,103-11,翻譯,,9789861895307,280
106,3~5歲,,遲到的理由,姚佳,姚佳,,,2014-11-01,103-11,翻譯,,9789861615103,250
105,3~5歲,,大象大象去郊遊,王文華,六十九,,巴巴文化,2014-09-01,103-09,本土,,9789869033459,280
105,3~5歲,,口袋洋裝,土田伸子,土田伸子,盧本文,,2014-09-01,103-09,翻譯,,9789862114506,280
106,0~3歲,,馬諦斯的剪刀,貞娜‧溫特,貞娜‧溫特,,,2014-08-01,103-08,翻譯,,9789866049644,280
104,3~5歲,,小小的也很好,強納森‧班特利,強納森‧班特利,呂行,,2014-08-01,103-08,翻譯,,9789863380399,280
104,0~3歲,,誰笑嘻嘻？,松谷美代子,瀨川康男,沈晨音,,2014-08-01,103-08,翻譯,,9789862035610,320
105,3~5歲,,這是誰的腳踏車,高畠純,高畠純,米雅,,2014-07-01,103-07,翻譯,,9789862741580,280
104,3~5歲,,還記得,妮娜．雷登,"雷娜
塔．麗斯卡",柯倩華,,2014-06-01,103-06,翻譯,,9789866215315,280
106,0~3歲,,只有一點點,瀧村有子文;圖;譯,鈴木永子,米雅,,2014-06-01,103-06,翻譯,,9789862741566,280
106,3~5歲,,我們相親相愛,米津祐介,米津祐介,桃樂絲,,2014-06-01,103-06,翻譯,,9789861894416,220
105,3~5歲,,有一天,艾莉森．麥基,彼德．雷諾茲,張淑瓊,,2014-05-01,103-05,翻譯,,9789862418697,260
104,3~5歲,,小熊的小船,伊芙．邦婷,南西‧卡本特,劉清彥,,2014-04-01,103-04,翻譯,,9789863380269,280
106,3~5歲,,睡吧!像老虎一樣,瑪麗．羅格,潘蜜拉．札格倫斯基,宋珮,,2014-04-01,103-04,翻譯,,9789863204381,300
105,3~5歲,,神探狗汪汪,林秀穗,廖健宏,,,2014-04-01,103-04,本土,,9789861614793,250
105,3~5歲,,因為就是這樣,阿涅絲‧拉侯許,史黛凡妮‧奧古斯歐,李旻諭,,2014-04-01,103-04,翻譯,,9789570843781,280
104,3~5歲,,別讓鴿子開公車！,莫．威樂,莫．威樂,江坤山,,2014-03-01,103-03,翻譯,,9789863204077,280
104/105/106/107,0~3歲,,"1,2,3 到動物園",艾瑞．卡爾,艾瑞．卡爾,,,2014-03-01,103-03,翻譯,,9789577625540,250
106/107,3~5歲,,不要打翻牛奶！,史戴芬‧戴維斯,克里斯多福‧柯爾,馬筱鳳,,2014-02-01,103-02,翻譯,,9789866049583,280
105/108,3~5歲,,喀噠喀噠喀噠,林小杯,林小杯,,,2014-01-01,103-08,本土,,9789866049668,280
107/108,0~3歲,,我剛出生的時候,伊莎貝爾‧米荷絲‧馬汀斯,馬達琳娜．馬杜索,黃筱茵,,2014-01-01,103-12,翻譯,,9789865876166,280
106/107/108,0~3歲,,拉拉跳芭蕾,茉莉．艾德爾,茉莉．艾德爾,,,2014-01-01,103-01,翻譯,,9789863205777,360
108,3~5歲,,香蕉的祕密,許玲慧,鄭淑芬,,,2014-01-01,103-02,本土,,9789862741344,280
107,0~3歲,,猜猜我是誰?,松谷美代子,岩崎知弘,康冬誼,,2014-01-01,103,翻譯,,9789862035924,320
108,0~3歲,,洗澡啦！,松谷美代子,岩崎知弘,康冬誼,,2014-01-01,103-09,翻譯,,9789862035917,320
108,0~3歲,,哇，不見了,松谷美代子,瀨川康男,康冬誼,,2014-01-01,103-08,翻譯,,9789862035603,320
107,0~3歲,,月亮出來了！,林明子,林明子,陸崇文,,2014-01-01,103,翻譯,,9789862034767,320
99,0~3歲,,哇哇大哭,,,,,2014-01-01,103,翻譯,,9789862034712,
104/106/107,0~3歲,,小雨滴──給0~3歲的律動兒歌,李紫蓉、鄭榮珍、張麗雪（作詞）；蘇珊、陳中申、張硯田（作曲）,何耘之、林小杯,,信誼基金,2014-01-01,103-01,本土,,9789861614779,280
106,3~5歲,,花貓帽,李紫蓉等,何耘之,,,2014-01-01,103-01,本土,,9789861615059,280
108,0~3歲,,加油！熊醫生,木村裕一,木村裕一,,,2014-01-01,103-01,翻譯,,9789577625601,260
105/107/108,0~3歲,,這是我的！這是我的！,米歇爾．凡．傑弗恩,米歇爾．凡．傑弗恩,周婉湘,,2014-01-01,103-07,翻譯,,9789577625571,220
107,0~3歲,,到底是哪一個？,儘田峰子,儘田峰子,上誼編輯部,,2014-01-01,103,翻譯,,9789577625496,160
108,3~5歲,,一起去遠足,小竹守道子,飛田京子,鄭明進,,2014-01-01,103-06,翻譯,,9789575749590,280
107,3~5歲,,妹妹醒來了,酒井駒子,酒井駒子,宥詩,,2014-01-01,103,翻譯,,9789575749774,280
104,3~5歲,,瑪德琳,路德威．白蒙,路德威．白蒙,呂行,,2013-12-01,102-12,翻譯,,9789863380177,280
104,3~5歲,,小真的長頭髮（新版）,高樓方子,高樓方子,汪仲,阿爾發,2013-11-01,102-11,翻譯,,9789869006118,230
104,3~5歲,,小毛，不可以！,大衛．夏儂,大衛．夏儂,歐陽菊映,,2013-11-01,102-11,翻譯,,9789865811112,360
104/107,3~5歲,,誰來吃午餐,蕾貝卡‧寇柏,蕾貝卡‧寇柏,艾可,水滴文化,2013-09-01,102-09,翻譯,,9789865730994,320
105,3~5歲,,這不是我的帽子,雍．卡拉森,雍．卡拉森,劉清彥,,2013-09-01,102-09,翻譯,,9789862417133,270
104,0~3歲,,擦！擦！擦！,林明子,林明子,陸崇文,,2013-09-01,102-09,翻譯,,9789862034576,320
104,3~5歲,,一直打嗝的斑馬,大衛．麥基,大衛．麥基,劉清彥,,2013-08-01,102-08,翻譯,,9789865809041,250
103/105/107,0~3歲,,我的小馬桶：男生,愛羅娜．法蘭蔻,愛羅娜．法蘭蔻,林芳萍,,2013-08-01,102-08,翻譯,,9789865811068,320
103/104/105,0~3歲,,胡蘿蔔種子,露斯．克勞斯,克拉格特．強森,郭恩惠,,2013-08-01,102-08,翻譯,,9789577625434,200
104,3~5歲,,池塘真的會變魔術嗎？,謝武彰,陳志賢,,水滴文化,2013-07-01,102-07,本土,,9789868827684,280
105/107,0~3歲,,睡覺囉！,陶樂蒂,陶樂蒂,,,2013-07-01,102-07,本土,,9789862417423,220
103,3~5歲,,前面還有什麼車？,哲也,劉貞秀,,,2013-07-01,102-07,翻譯,,9789862112762,280
104/107,0~3歲,,鼠小弟的小背心,中江嘉男,上野紀子,劉握瑜,,2013-07-01,102-07,翻譯,,9789862113776,270
103,3~5歲,,莎莉，洗好澡了沒？,約翰．伯寧罕,約翰．伯寧罕,林真美,,2013-06-01,102-06,翻譯,,9789573272236,300
105,3~5歲,,媽媽做給你,長谷川義史,長谷川義史,米雅,,2013-05-01,102-05,翻譯,,9789866310997,280
104,3~5歲,,小象能做的事,伊芙．邦婷,薩吉歐．盧希爾,劉清彥,,2013-05-01,102-05,翻譯,,9789866205972,240
103,3~5歲,,古飛樂,唐娜森,薛弗勒,徐意筑,,2013-05-01,102-05,翻譯,,9789861893921,280
104/105/107,0~3歲,,誰的家到了？,劉旭恭,劉旭恭,,,2013-04-01,102-04,本土,,9789861614601,220
105,3~5歲,,媽媽在哪裡？,王春子,王春子,,,2013-04-01,102-04,本土,,9789573271741,270
103,3~5歲,,我睡不著,蔡兆倫,蔡兆倫,,,2013-03-01,102-03,本土,,9789577516848,260
103,3~5歲,,十四隻老鼠大搬家,岩村和朗,岩村和朗,,,2013-02-01,102-02,翻譯,,9789575880262,360
105,3~5歲,,風是什麼顏色？,安．艾珀,安．艾珀,楊雯珺,,2013-02-01,102-02,翻譯,,9789573271482,380
107,3~5歲,,小喜鵲和岩石山,劉清彥,蔡兆倫,,社團法人台灣彩虹愛家生命教育協會,2013-01-01,102,本土,,9789868822467,250
103/104/105,0~3歲,,晚安，貓頭鷹,佩特．哈金森,佩特．哈金森,高明美,阿爾發,2013-01-01,102-01,翻譯,,9789868726383,230
105/106/107,3~5歲,,鳥有翅膀，孩子有書,阿朗‧賽赫,露西‧帕拉桑,謝蕙心,,2013-01-01,102,翻譯,,9789866215261,250
105,0~3歲,,創意啟蒙膠片書--有趣的對比,帕特里克．喬治,,,,2013-01-01,102-01,翻譯,,9789862033432,450
103,3~5歲,,野獸國,莫里斯桑達克,莫里斯桑達克,,,2013-01-01,102-01,翻譯,,9789575881047,405
107,3~5歲,,皮皮貓：我愛我的白布鞋,艾瑞克‧李文,詹姆士‧狄恩,呂行,,2013-01-01,102,翻譯,,9789575709808,280
104,3~5歲,,我不會寫字,克萊兒‧亞歷山大（Claire Alexander）,克萊兒‧亞歷山大（Claire Alexander）,柯倩華,,2013-01-01,102-01,翻譯,,9789575748951,280
103/104/105,3~5歲,,想生金蛋的母雞,漢娜約翰森,凱西班德,汪培珽,愛孩子愛自己工作室,2012-12-01,101-12,翻譯,,9789868610255,288
103/105,0~3歲,,你是一隻獅子！─跟著動物們一起做運動,俞泰恩,俞泰恩,許嘉諾,,2012-11-01,101-11,翻譯,,9789862416242,260
103/105,0~3歲,,小雞,中川宏貴,平田利之,黃雅妮,,2012-09-01,101-09,翻譯,,9789862415825,175
103/105,3~5歲,,肚臍的洞洞,長谷川義史,長谷川義史,林真美,,2012-09-01,101-09,翻譯,,9789573270409,280
99/102,0~3歲,,擦擦擦,林明子,林明子,陸崇文,,2012-08-01,101-08,翻譯,,9578159145,290
102,3~5歲,,蠟筆小黑,中屋美和,中屋美和,米雅,,2012-08-01,101-08,翻譯,,9789862168820 ,260
102/103/104/105,3~5歲,,麥基先生請假的那一天,菲立普‧史戴,菲立普‧史戴,柯情華,,2012-08-01,101-08,翻譯,,9789862113141,280
105,3~5歲,,一定要誰讓誰嗎？,海恩茲.亞尼許,長賀格．邦許,侯淑玲,,2012-07-01,101-07,翻譯,,9789866407970,290
102/103,3~5歲,,快樂的一天,露絲．克勞斯,馬克．西蒙,郝廣才,,2012-07-01,101-07,翻譯,,9789573270232,250
102,3~5歲,,蓉蓉的氣球,酒井駒子,酒井駒子,米雅,,2012-06-01,101-06,翻譯,,9789862740750,280
102/103/105,0~3歲,,你醒了嗎？,蘇菲．布萊克沃,蘇菲．布萊克沃,黃迺毓,,2012-06-01,101-06,翻譯,,9789577625236,220
103,3~5歲,,爸爸走丟了,五味太郎,五味太郎,,,2012-06-01,101-06,翻譯,,9789575880569,405
103,3~5歲,,荷花池,陳麗雅,陳麗雅,,,2012-05-01,101-05,翻譯,,9789862740736,280
105,3~5歲,,噓！HUSH！,何敏楓,荷莉．米德,嚴淑女,,2012-05-01,101-05,翻譯,,9789862112991,280
105,3~5歲,,愛畫畫的詩,林芳萍,林芳萍,林小杯,,2012-04-01,101-04,本土,,9789861614465,250
104,3~5歲,,黃色的是蝴蝶,五味太郎,五味太郎,鄭明進,,2012-03-01,101-03,翻譯,,9789862740637,300
103,3~5歲,,小月月的蹦蹦跳跳課,何雲姿,何雲姿,,,2012-03-01,101-03,翻譯,,9789862740644,280
102,3~5歲,,豆豆,雪莉．休斯,雪莉．休斯,劉清彥,,2012-03-01,101-03,翻譯,,9789862740804,280
102,0~3歲,,沒關係，沒關係,伊東寬,伊東寬,黃雅妮,,2012-03-01,101-03,翻譯,,9789862414859,250
104/105,3~5歲,,看不見,蔡兆倫,蔡兆倫,,,2012-02-01,101-02,本土,,9789866544934,280
105,0~3歲,,下一站，紅氣球,山田和明,山田和明,徐意筑,,2012-02-01,101-02,翻譯,,9789861893327,250
102,0~3歲,,變色龍捉迷藏,米津祐介,米津祐介,,,2011-12-01,100-12,翻譯,,9789577625083,220
103,3~5歲,,松鼠先生和第一場雪,瑟巴斯帝安．麥什莫澤,瑟巴斯帝安．麥什莫澤,林倩葦,,2011-11-01,100-11,翻譯,,9789862740187,380
102,3~5歲,,城市狗，鄉下蛙,莫．威廉斯,強．穆特,沙永玲,,2011-11-01,100-11,翻譯,,9789862112564,290
102,0~3歲,,移動的積木,米津祐介,米津祐介,,,2011-11-01,100-11,翻譯,,9789577625090,280
102,3~5歲,,聖誕節的禮物,五味太郎,五味太郎,米雅,,2011-10-01,100-10,翻譯,,9789577625106,250
102/105,0~3歲,,小蠶豆的床,中屋美和,中屋美和,米雅,,2011-09-01,100-09,翻譯,,9789862740330,280
102,3~5歲,,小火車做到了！（新版）,華提．派普爾,羅倫．隆,郭恩惠,,2011-09-01,100-09,翻譯,,9789862167564,280
102,3~5歲,,嗨！我是瓢蟲,茱蒂．艾倫,茱蒂．艾倫,冶海孜,,2011-09-01,100-09,翻譯,,9789573268413,260
101,0~3歲,,要到哪裡去呢？,五味太郎,,鄭明進,,2011-08-01,100-08,翻譯,,9789862740309,280
101/102/103/104/105,0~3歲,是,9隻小貓呼─嚕─嚕─,麥克‧格雷涅茨,麥克‧格雷涅茨,沙永玲,小魯文化,2011-08-01,100-08,翻譯,,9789862112311,250
101/102/103/104/105,0~3歲,是,小黃點,赫威．托雷,赫威．托雷,周婉湘,上誼文化,2011-07-01,100-07,翻譯,,9789577625038,300
105,0~3歲,,站在爸爸的腳上──皇帝企鵝的故事,井本蓉子,井本蓉子,陳珊珊,,2011-06-01,100-06,翻譯,,9789866310423,280
101/103/104/105,3~5歲,,到底在排什麼呢？,大村知子,大村知子,周佩穎,,2011-06-01,100-06,翻譯,,9789862112229,270
101,0~3歲,,吃掉了什麼？,岸田衿子,長野博一,周佩穎,,2011-05-01,100-05,翻譯,,9789862112182,260
103/104/105,3~5歲,,我們要去捉狗熊(書+DVD),麥可．羅森,海倫．奧森柏莉,林良,,2011-05-01,100-05,翻譯,,9789577625014,350
100/101/102/103/104,3~5歲,是,子兒，吐吐,李瑾倫,李瑾倫,,信誼基金,2011-04-01,100-04,本土,,9861610596,250
98/101/102/104/105,0~3歲,是,你看到我的小鴨嗎？,南西．塔富利,南西．塔富利,阿爾發編輯部,阿爾發,2011-04-01,10004,翻譯,,9789868577589,230
101,0~3歲,,我的第一隻狗,高鶯雪,高鶯雪,,,2011-04-01,100-04,翻譯,,9789867295774,250
101/105,0~3歲,,早安晚安──給0-3歲的自理兒歌,李紫蓉（作詞）；朱雲嵩、林炳興、張硯田、蘇珊（作曲）,林小杯,,,2011-04-01,100-04,本土,,9789861614205,280
102,3~5歲,,我變成一隻噴火龍了,賴馬,賴馬,,,2011-03-01,100-03,翻譯,,9789866608377,338
102,0~3歲,,米米坐馬桶,周逸芬,陳致元,,和英文化,2011-02-01,100-02,本土,,9789869181594,180
101/102,3~5歲,,小兔彼得的故事,碧雅翠斯‧波特,碧雅翠斯‧波特,林海音,,2011-02-01,100-02,翻譯,,9789867249876,250
101,0~3歲,,禮物,賴馬,賴馬,,,2011-02-01,100-02,翻譯,,9789866608322,220
101,0~3歲,,小便的故事,周逸芬,周逸芬,陳致元,,2011-02-01,100-02,翻譯,,9789866608346,180
102,3~5歲,,米莉的新帽子,北村悟,satoshi kitamura,方素珍,,2011-02-01,100-02,翻譯,,9789862166581,280
101,0~3歲,,哇！貓頭鷹說,提姆‧霍普古德,提姆‧霍普古德,沙永玲,,2011-02-01,100-02,翻譯,,9789862111963,270
101,0~3歲,,神奇的藍色水桶,成田雅子,成田雅子,鄭如峰,,2011-02-01,100-02,翻譯,,9789862110027,270
98/99/100/101/102/103/104,0~3歲,是,親愛的動物園,羅德．坎貝爾,羅德．坎貝爾,鄭榮珍,上誼文化,2011-01-01,100,翻譯,,9577622429,200
103,3~5歲,,不會寫字的獅子,巴茲塞克,馬克‧布塔方,吳愉萱,米奇巴克,2011-01-01,100-01,翻譯,,9789868215092,260
101/105,0~3歲,,車子工作中：交給我吧！,三浦太郎,三浦太郎,謝依伶,,2011-01-01,100-01,翻譯,,9789862111895,230
101,0~3歲,,這是我家,中川宏貴,100%ORANGE,林真美,阿布拉教育文化,2010-12-01,99-12,翻譯,,9789868637825,220
101,0~3歲,,超級理髮師,乾榮里子,西村敏雄,蘇懿禎,,2010-12-01,99-12,翻譯,,9789862111802,270
104/105,3~5歲,,先左腳，再右腳,湯米．狄波拉,湯米．狄波拉,柯倩華,,2010-11-01,99-11,翻譯,,9789866310270,280
101/102,0~3歲,,分享,安喜亞．賽門絲(Anthea Simmons),喬治雅．博琪(Georgie Birkett),賴嘉綾、陳秋彤,,2010-11-01,99-11,翻譯,,9789862412213,250
105,3~5歲,,不可思議的你！,蓋兒．薩姿,林恩．克拉瓦斯,林盈蕙、胡光能,,2010-11-01,99-11,翻譯,,9789862111826,280
101,0~3歲,,愛咬的牙牙,波莉．鄧巴,波莉．鄧巴,李紫蓉,,2010-11-01,99-11,翻譯,,9789577624956,200
101,0~3歲,,胖胖在哪裡,波莉．鄧巴,波莉．鄧巴,李紫蓉,,2010-11-01,99-11,翻譯,,9789577624963,200
101,0~3歲,,漂亮的亮亮,波莉．鄧巴,波莉．鄧巴,李紫蓉,,2010-11-01,99-11,翻譯,,9789577624970,200
102,3~5歲,,下雨了！,湯姆牛,湯姆牛,,,2010-10-01,99-10,翻譯,,9789862166321,260
101,0~3歲,,路上有個洞,賈姬‧伍德,賈姬‧伍德,鄭如瑤,,2010-10-01,99-10,翻譯,,9789862111727,250
102/104,3~5歲,,短耳兔,達文茜,唐唐,,天下雜誌,2010-09-01,99-09,本土,,986715827X,250
104,3~5歲,,動物園,安東尼．布朗,安東尼．布朗,柯倩華,,2010-09-01,99-09,翻譯,,9789866310218,280
102,3~5歲,,一顆紅蘋果,岩村和朗,岩村和朗,,,2010-09-01,99-09,翻譯,,9789861892269,220
101,0~3歲,,十隻手指頭和十隻腳趾頭,梅．福克斯,海倫．奧森柏莉,李紫蓉,,2010-08-01,99-08,翻譯,,9789577624918,250
100/101/102/103/105,0~3歲,是,米米玩收拾,周逸芬,陳致元,,和英文化,2010-06-01,99-06,本土,,9789866608506,180
100/101/102/103/105,0~3歲,是,米米學收拾,周逸芬,陳致元,,和英文化,2010-06-01,99-06,翻譯,,9789866608247,180
102,3~5歲,,地下100層樓的家,岩井俊雄,岩井俊雄,周佩穎,,2010-06-01,99-06,翻譯,,9789862111642,280
102,3~5歲,,獅子與老鼠,傑瑞．平克尼,傑瑞．平克尼,陳雅茜,,2010-04-01,99-04,翻譯,,9789862165300,300
101,0~3歲,,了不起！了不起！,增田裕子,竹內通雅,周姚萍,,2010-04-01,99-04,翻譯,,9789862111505,250
105,3~5歲,,早安！阿尼  早安！阿布,貝果,貝果,,,2010-04-01,99-04,本土,,9789861613864,250
101/102,0~3歲,,好痛唷！好痛唷！,松岡達英,松岡達英,周佩穎,,2010-03-01,99-03,翻譯,,9789862111383,260
101/102,0~3歲,,這是公車,中川宏貴,100%ORANGE,林真美,阿布拉,2010-01-01,99-01,翻譯,,9789868503069,220
101,0~3歲,,米飛和小寶寶,迪布納,迪布納,林真美,,2010-01-01,99-01,翻譯,,9789862411964,200
105,3~5歲,,五百羅漢交通平安,劉旭恭,劉旭恭,,,2009-12-01,98-12,本土,,9789862410837,250
101,0~3歲,,你一半，我一半,曹俊彥,曹俊彥,,,2009-12-01,98-12,翻譯,,9789862111215,250
103,3~5歲,,好朋友,赫姆‧海恩,赫姆‧海恩,王真心,上誼,2009-11-01,98-11,翻譯,,957969155X,250
101,0~3歲,,來跳舞吧！,高畠純,高畠純,林真美,,2009-11-01,98-11,翻譯,,9789862410776,250
100,0~3歲,,嘟．嘟．嘟,曹俊彥,曹俊彥,,,2009-10-01,98-10,翻譯,,9789862111222,250
101,0~3歲,,貓魚,渡邊有一,渡邊有一,林真美,,2009-08-01,98-08,翻譯,,9789866830877,250
101/105,0~3歲,,甲龍寶寶,宮西達也,宮西達也,周佩穎,,2009-08-01,98-08,翻譯,,9789862111123,240
98/99/100/101/102/103/104,0~3歲,是,爸爸跟我玩,渡邊茂男,大友康夫,信誼基金出版社,信誼基金,2009-08-01,98-08,翻譯,,9789576420580,140
99/100/101/102/103/104,3~5歲,是,和甘伯伯去遊河,約翰‧伯寧罕,約翰‧伯寧罕,林良,阿爾發,2009-07-01,98-07,翻譯,,9789868375284,250
102,3~5歲,,娜娜的一天,神澤利子,林明子,米雅,,2009-07-01,98-07,翻譯,,9789866735684,240
102,3~5歲,,火車快跑,唐諾．克魯斯,唐諾．克魯斯,劉思源,,2009-07-01,98-07,翻譯,,9789573212409,250
99/100/101,0~3歲,,米米愛模仿,周逸芬,周逸芬,陳致元,,2009-06-01,98-06,翻譯,,9789866608162,180
101/102/103/104/105,0~3歲,是,我長大了,露絲‧克勞斯,海倫‧奧森貝里,劉清彥,道聲出版,2009-05-01,98-05,翻譯,,9789866735660,240
102,3~5歲,,手套：烏克蘭民間故事,艾烏格尼．M．拉裘夫,艾烏格尼．M．拉裘夫,林真美,,2009-04-01,98-04,翻譯,,9789573236252,270
102,3~5歲,,哈利的花毛衣,金．紀歐,金．紀歐,林真美,,2009-04-01,98-04,翻譯,,9789573228677,260
98/99/100/101/102/103,0~3歲,是,牛來了──最受喜愛的中國傳統兒歌,中國傳統兒歌,張振松,,信誼基金,2009-03-01,98-03,翻譯,,9789576428647,250
101,0~3歲,,您好，有信喔!,秋山匡,秋山匡,米雅,,2009-03-01,98-03,翻譯,,9789867295262,320
101,0~3歲,,阿尼的小袋子,立本倫子,立本倫子,林真美,阿布拉教育文化,2009-02-01,98-02,翻譯,,9789868503007,260
99/100,0~3歲,,小波會數數,艾瑞克．希爾,艾瑞克．希爾,王才婷,,2009-01-01,98,翻譯,,9577624685,
99/102,3~5歲,,神奇畫具箱,林明子,林明子,汪仲,阿爾發,2009-01-01,98-01,翻譯,,9789868375253,210
105,3~5歲,,又窄又小的房子,茱莉亞．唐納森,艾賽爾．薛佛勒,劉清彥,維京國際,2009-01-01,98-01,翻譯,,9789867428899,280
100,0~3歲,,別學我,曹俊彥,曹俊彥,,,2009-01-01,98,翻譯,,9789862111239,
100,0~3歲,,你幾歲？,林良,趙國宗,,,2009-01-01,98,翻譯,,9789576420627,
103/104,3~5歲,,和我玩好嗎？,瑪麗．荷．艾斯,瑪麗．荷．艾斯,林真美,,2009-01-01,98-01,翻譯,,9789573227618,240
99/102/103/104,3~5歲,,好髒的哈利,金．紀歐,瑪格麗特．布羅伊．葛雷漢,林真美,,2009-01-01,98-01,翻譯,,9789573228660,260
